1479,383,10
1450,357,11
1428,360,12
1437,452,13
1462,389,14
1435,367,15
1416,370,16
1422,450,17
1438,405,18
1424,387,19
1409,387,20
1344,434,0
1377,395,1
1420,372,2
1450,357,3
1468,344,4
1468,409,5
1495,358,6
1462,334,7
1437,336,8
1457,428,9
1483,369,10
1449,344,11
1425,348,12
1435,440,13
1450,382,14
1418,363,15
1400,369,16
1409,446,17
1424,403,18
1409,385,19
1396,386,20
1338,424,0
1373,381,1
1420,354,2
1454,339,3
1475,330,4
1467,392,5
1493,341,6
1460,319,7
1434,321,8
1456,412,9
1481,352,10
1444,333,11
1419,337,12
1437,424,13
1443,367,14
1411,352,15
1392,357,16
1412,430,17
1418,388,18
1400,379,19
1387,384,20
1338,415,0
1372,367,1
1416,337,2
1444,316,3
1461,296,4
1472,379,5
1496,326,6
1463,305,7
1437,307,8
1461,401,9
1487,343,10
1453,321,11
1429,323,12
1440,414,13
1447,357,14
1415,339,15
1397,342,16
1414,420,17
1421,376,18
1403,358,19
1390,357,20
1337,401,0
1367,347,1
1407,306,2
1429,270,3
1446,237,4
1471,360,5
1497,311,6
1462,293,7
1436,296,8
1462,387,9
1488,331,10
1451,309,11
1426,312,12
1441,404,13
1443,346,14
1408,327,15
1388,330,16
1413,413,17
1418,370,18
1405,352,19
1395,350,20
1341,391,0
1366,336,1
1403,291,2
1426,255,3
1444,222,4
1473,340,5
1497,298,6
1460,281,7
1431,284,8
1466,370,9
1493,320,10
1455,299,11
1428,302,12
1446,392,13
1441,338,14
1406,319,15
1386,321,16
1420,407,17
1417,366,18
1399,351,19
1388,350,20
1342,379,0
1367,325,1
1403,281,2
1425,245,3
1442,212,4
1474,332,5
1496,287,6
1458,274,7
1431,280,8
1468,364,9
1493,311,10
1453,293,11
1426,298,12
1449,386,13
1447,330,14
1409,312,15
1387,316,16
1424,400,17
1422,352,18
1400,333,19
1384,331,20
1343,384,0
1365,327,1
1402,281,2
1424,243,3
1439,207,4
1473,333,5
1495,286,6
1459,270,7
1430,275,8
1465,363,9
1495,308,10
1455,287,11
1427,290,12
1445,384,13
1446,324,14
1406,305,15
1383,309,16
1419,397,17
1422,348,18
1399,327,19
1383,325,20
1340,379,0
1362,324,1
1400,276,2
1422,239,3
1439,205,4
1474,331,5
1494,282,6
1454,267,7
1427,273,8
1464,361,9
1490,304,10
1448,284,11
1423,289,12
1442,382,13
1444,322,14
1404,302,15
1384,307,16
1415,394,17
1419,346,18
1395,325,19
1379,325,20
1337,387,0
1360,327,1
1397,278,2
1419,238,3
1436,204,4
1471,332,5
1488,281,6
1450,266,7
1422,272,8
1461,361,9
1484,305,10
1445,284,11
1419,288,12
1439,381,13
1440,321,14
1400,302,15
1378,306,16
1411,393,17
1415,344,18
1390,323,19
1373,321,20
1334,385,0
1356,324,1
1394,274,2
1416,236,3
1433,200,4
1468,330,5
1486,279,6
1446,264,7
1418,272,8
1459,361,9
1481,305,10
1439,285,11
1414,290,12
1437,382,13
1437,322,14
1395,301,15
1374,306,16
1408,393,17
1410,344,18
1385,320,19
1370,318,20
1329,387,0
1354,325,1
1391,275,2
1412,235,3
1426,199,4
1465,327,5
1481,277,6
1440,264,7
1413,270,8
1457,359,9
1476,303,10
1434,285,11
1411,289,12
1434,380,13
1429,320,14
1389,301,15
1369,305,16
1405,392,17
1402,342,18
1378,319,19
1362,314,20
1325,386,0
1351,322,1
1388,271,2
1409,232,3
1423,196,4
1462,325,5
1475,275,6
1433,261,7
1406,268,8
1453,357,9
1469,301,10
1428,282,11
1405,286,12
1431,378,13
1421,318,14
1382,298,15
1363,301,16
1402,390,17
1395,340,18
1371,317,19
1356,311,20
1321,383,0
1345,319,1
1381,269,2
1401,230,3
1416,194,4
1456,321,5
1469,272,6
1427,259,7
1402,266,8
1447,354,9
1464,299,10
1420,280,11
1397,283,12
1425,377,13
1417,318,14
1375,298,15
1357,301,16
1395,390,17
1387,340,18
1362,316,19
1349,312,20
1318,380,0
1342,314,1
1376,266,2
1396,228,3
1407,192,4
1452,317,5
1463,269,6
1419,257,7
1394,264,8
1443,352,9
1456,296,10
1411,276,11
1389,280,12
1421,376,13
1408,317,14
1366,295,15
1347,296,16
1391,390,17
1380,340,18
1353,318,19
1338,315,20
1312,382,0
1336,317,1
1370,269,2
1389,228,3
1400,190,4
1445,318,5
1454,266,6
1413,254,7
1387,261,8
1436,350,9
1447,292,10
1404,273,11
1380,277,12
1413,372,13
1399,311,14
1357,289,15
1338,290,16
1384,385,17
1371,335,18
1345,312,19
1330,306,20
1306,382,0
1329,312,1
1362,262,2
1381,222,3
1394,184,4
1440,312,5
1446,260,6
1403,250,7
1379,259,8
1431,346,9
1440,288,10
1393,269,11
1372,275,12
1406,370,13
1391,309,14
1349,288,15
1332,291,16
1375,385,17
1362,333,18
1337,309,19
1324,305,20
1298,384,0
1320,314,1
1355,263,2
1375,222,3
1387,183,4
1434,310,5
1438,258,6
1395,248,7
1369,257,8
1426,344,9
1431,285,10
1386,267,11
1364,272,12
1402,367,13
1383,306,14
1341,286,15
1324,289,16
1370,381,17
1355,328,18
1329,307,19
1315,304,20
1291,383,0
1314,310,1
1349,258,2
1369,218,3
1381,180,4
1427,307,5
1430,254,6
1385,245,7
1362,255,8
1418,341,9
1423,282,10
1377,264,11
1357,270,12
1394,366,13
1375,305,14
1334,283,15
1318,286,16
1362,380,17
1347,328,18
1320,303,19
1306,299,20
1287,383,0
1309,310,1
1344,258,2
1363,217,3
1373,179,4
1422,302,5
1423,252,6
1379,242,7
1354,251,8
1413,336,9
1415,281,10
1371,262,11
1348,266,12
1388,362,13
1366,304,14
1326,281,15
1308,282,16
1354,378,17
1336,326,18
1310,302,19
1296,297,20
1281,378,0
1304,303,1
1338,252,2
1356,211,3
1365,171,4
1417,298,5
1414,250,6
1369,240,7
1346,248,8
1406,334,9
1404,279,10
1358,260,11
1338,265,12
1379,361,13
1358,304,14
1317,283,15
1302,286,16
1344,376,17
1327,326,18
1302,303,19
1291,301,20
1274,371,0
1297,298,1
1329,247,2
1346,207,3
1355,168,4
1408,297,5
1403,247,6
1358,236,7
1333,242,8
1397,331,9
1394,274,10
1348,255,11
1326,259,12
1371,356,13
1344,298,14
1304,274,15
1288,275,16
1337,371,17
1318,320,18
1291,297,19
1279,295,20
1271,363,0
1289,293,1
1320,243,2
1337,200,3
1347,159,4
1401,292,5
1391,239,6
1345,229,7
1322,237,8
1387,326,9
1380,266,10
1334,247,11
1314,253,12
1358,352,13
1328,293,14
1288,269,15
1275,271,16
1323,369,17
1303,319,18
1277,300,19
1266,301,20
1269,358,0
1284,289,1
1316,238,2
1331,194,3
1339,151,4
1392,288,5
1384,234,6
1337,222,7
1314,230,8
1377,321,9
1370,259,10
1323,239,11
1306,246,12
1346,347,13
1316,284,14
1278,261,15
1269,266,16
1311,363,17
1291,310,18
1266,291,19
1259,296,20
1260,350,0
1276,281,1
1308,230,2
1322,186,3
1331,142,4
1382,282,5
1377,226,6
1328,217,7
1305,225,8
1371,316,9
1363,249,10
1315,231,11
1298,239,12
1342,341,13
1307,274,14
1267,253,15
1259,258,16
1306,356,17
1281,300,18
1256,279,19
1250,281,20
1259,356,0
1275,280,1
1304,225,2
1316,179,3
1322,134,4
1377,276,5
1367,215,6
1321,206,7
1303,217,8
1361,310,9
1353,241,10
1308,224,11
1295,234,12
1331,335,13
1298,267,14
1261,244,15
1256,250,16
1296,350,17
1273,292,18
1248,268,19
1243,270,20
1254,358,0
1265,279,1
1295,222,2
1309,176,3
1316,131,4
1375,273,5
1361,209,6
1313,201,7
1293,213,8
1358,306,9
1344,234,10
1298,219,11
1286,231,12
1327,330,13
1290,262,14
1252,240,15
1248,245,16
1290,345,17
1266,288,18
1242,265,19
1238,264,20
1252,356,0
1262,276,1
1293,217,2
1307,171,3
1312,126,4
1372,269,5
1356,207,6
1307,199,7
1288,211,8
1354,301,9
1339,232,10
1294,218,11
1282,228,12
1322,325,13
1286,259,14
1249,239,15
1244,243,16
1286,339,17
1262,284,18
1239,263,19
1234,261,20
1252,350,0
1260,271,1
1288,212,2
1303,167,3
1307,124,4
1372,265,5
1355,203,6
1303,199,7
1283,212,8
1355,299,9
1335,229,10
1288,218,11
1276,229,12
1323,324,13
1285,258,14
1245,239,15
1239,244,16
1286,339,17
1259,285,18
1235,263,19
1231,260,20
1245,348,0
1254,271,1
1285,213,2
1298,167,3
1303,122,4
1366,263,5
1350,202,6
1298,197,7
1280,210,8
1350,297,9
1332,226,10
1285,216,11
1278,229,12
1318,324,13
1279,255,14
1241,235,15
1240,241,16
1282,341,17
1256,282,18
1233,260,19
1231,261,20
1246,348,0
1257,271,1
1286,212,2
1297,166,3
1300,124,4
1365,266,5
1348,203,6
1297,197,7
1277,209,8
1349,301,9
1328,230,10
1284,217,11
1275,229,12
1316,327,13
1276,257,14
1241,235,15
1237,237,16
1280,343,17
1253,285,18
1231,260,19
1227,257,20
1244,340,0
1256,266,1
1285,210,2
1296,164,3
1299,121,4
1365,266,5
1343,204,6
1292,196,7
1272,206,8
1348,300,9
1323,231,10
1279,215,11
1267,225,12
1314,326,13
1272,260,14
1237,233,15
1231,233,16
1277,342,17
1247,285,18
1226,259,19
1221,255,20
1243,346,0
1257,270,1
1286,213,2
1292,165,3
1293,121,4
1362,261,5
1341,202,6
1291,195,7
1275,208,8
1346,297,9
1325,230,10
1281,216,11
1272,226,12
1314,325,13
1272,258,14
1236,232,15
1233,233,16
1277,341,17
1246,284,18
1224,257,19
1220,254,20
1245,342,0
1254,268,1
1282,210,2
1292,164,3
1293,120,4
1362,261,5
1340,200,6
1289,195,7
1272,207,8
1345,296,9
1317,227,10
1273,215,11
1266,225,12
1311,323,13
1266,257,14
1233,233,15
1233,235,16
1273,340,17
1240,282,18
1220,257,19
1218,255,20
1246,341,0
1254,267,1
1280,209,2
1288,163,3
1293,118,4
1360,259,5
1340,201,6
1290,193,7
1269,204,8
1343,295,9
1319,229,10
1272,215,11
1260,224,12
1310,323,13
1266,258,14
1230,234,15
1227,235,16
1272,340,17
1239,282,18
1218,258,19
1216,254,20
1245,344,0
1252,269,1
1278,210,2
1286,163,3
1290,116,4
1359,259,5
1339,199,6
1288,191,7
1267,202,8
1342,295,9
1317,225,10
1270,213,11
1260,223,12
1309,323,13
1262,255,14
1226,234,15
1226,237,16
1271,341,17
1238,281,18
1217,258,19
1217,258,20
1245,346,0
1250,271,1
1276,211,2
1286,164,3
1289,118,4
1358,260,5
1338,201,6
1287,192,7
1265,201,8
1341,295,9
1314,227,10
1269,213,11
1258,221,12
1308,322,13
1261,255,14
1225,230,15
1222,230,16
1269,339,17
1237,280,18
1216,255,19
1213,249,20
1245,343,0
1252,266,1
1277,207,2
1286,160,3
1286,115,4
1358,258,5
1336,196,6
1283,190,7
1262,201,8
1341,294,9
1313,223,10
1266,209,11
1255,219,12
1308,322,13
1259,253,14
1224,229,15
1220,230,16
1270,339,17
1235,280,18
1213,254,19
1211,249,20
1243,343,0
1247,268,1
1274,207,2
1284,160,3
1287,113,4
1357,257,5
1336,195,6
1283,186,7
1260,197,8
1341,292,9
1315,221,10
1268,207,11
1255,218,12
1308,319,13
1259,251,14
1224,228,15
1221,230,16
1270,335,17
1234,276,18
1214,251,19
1213,248,20
1246,344,0
1250,268,1
1276,206,2
1286,159,3
1288,111,4
1359,255,5
1337,193,6
1286,186,7
1264,197,8
1340,291,9
1313,220,10
1267,208,11
1257,219,12
1307,318,13
1259,248,14
1223,226,15
1220,228,16
1268,336,17
1234,274,18
1213,251,19
1211,247,20
1248,343,0
1252,266,1
1277,205,2
1287,157,3
1288,108,4
1360,255,5
1336,193,6
1284,187,7
1262,198,8
1342,291,9
1314,220,10
1269,206,11
1257,216,12
1308,318,13
1260,249,14
1225,225,15
1220,225,16
1270,334,17
1236,275,18
1215,250,19
1212,245,20
1248,336,0
1253,262,1
1279,202,2
1289,156,3
1290,109,4
1362,253,5
1338,193,6
1286,188,7
1266,199,8
1345,289,9
1314,221,10
1270,208,11
1259,217,12
1312,317,13
1261,249,14
1226,226,15
1221,225,16
1273,334,17
1236,275,18
1215,250,19
1212,244,20
1250,345,0
1256,268,1
1281,207,2
1289,158,3
1291,109,4
1363,257,5
1340,195,6
1288,187,7
1267,196,8
1344,292,9
1317,221,10
1270,208,11
1260,218,12
1309,319,13
1263,250,14
1227,227,15
1226,228,16
1270,335,17
1237,273,18
1216,249,19
1216,246,20
1253,343,0
1259,266,1
1283,207,2
1291,158,3
1292,110,4
1365,258,5
1340,193,6
1289,188,7
1268,199,8
1346,293,9
1315,220,10
1271,209,11
1261,219,12
1312,320,13
1263,250,14
1228,227,15
1223,227,16
1273,337,17
1238,276,18
1217,250,19
1214,243,20
1252,338,0
1259,264,1
1283,205,2
1291,156,3
1293,107,4
1365,255,5
1342,194,6
1290,188,7
1268,199,8
1346,291,9
1317,220,10
1272,208,11
1261,218,12
1312,319,13
1263,251,14
1228,229,15
1226,230,16
1274,337,17
1238,275,18
1219,250,19
1219,246,20
1254,343,0
1262,266,1
1287,207,2
1293,158,3
1293,110,4
1365,257,5
1345,195,6
1293,188,7
1272,197,8
1347,292,9
1320,220,10
1274,209,11
1265,219,12
1313,319,13
1266,250,14
1230,228,15
1227,229,16
1275,336,17
1240,276,18
1220,252,19
1220,249,20
1255,343,0
1261,266,1
1284,205,2
1293,158,3
1294,109,4
1367,255,5
1346,195,6
1294,189,7
1274,199,8
1348,291,9
1321,220,10
1276,208,11
1267,219,12
1314,319,13
1267,249,14
1231,227,15
1228,228,16
1276,336,17
1242,275,18
1221,251,19
1219,246,20
1256,344,0
1261,265,1
1285,206,2
1294,158,3
1295,108,4
1369,254,5
1343,191,6
1292,187,7
1274,199,8
1351,290,9
1321,218,10
1276,207,11
1267,219,12
1318,318,13
1267,248,14
1232,226,15
1230,229,16
1279,335,17
1244,275,18
1223,251,19
1221,247,20
1259,347,0
1263,269,1
1286,209,2
1295,160,3
1296,109,4
1371,254,5
1346,191,6
1295,188,7
1274,200,8
1353,290,9
1326,217,10
1279,207,11
1269,218,12
1319,318,13
1272,249,14
1235,227,15
1231,228,16
1281,336,17
1249,277,18
1225,251,19
1222,246,20
1258,347,0
1261,267,1
1288,208,2
1300,161,3
1299,115,4
1374,259,5
1350,195,6
1299,191,7
1278,202,8
1356,294,9
1329,221,10
1283,209,11
1272,218,12
1323,320,13
1277,250,14
1240,229,15
1234,229,16
1284,336,17
1254,278,18
1232,254,19
1227,248,20
1256,344,0
1262,267,1
1291,207,2
1305,162,3
1307,118,4
1376,262,5
1356,200,6
1305,193,7
1284,204,8
1359,297,9
1337,227,10
1292,213,11
1280,221,12
1327,323,13
1284,254,14
1246,229,15
1237,229,16
1290,339,17
1261,280,18
1237,255,19
1231,250,20
1260,347,0
1269,270,1
1297,212,2
1309,167,3
1313,123,4
1379,266,5
1360,204,6
1310,198,7
1290,209,8
1363,301,9
1342,233,10
1297,218,11
1283,226,12
1332,327,13
1290,258,14
1251,234,15
1243,235,16
1295,344,17
1265,285,18
1241,259,19
1234,253,20
1263,351,0
1271,274,1
1301,217,2
1315,172,3
1319,127,4
1381,272,5
1363,210,6
1313,202,7
1290,213,8
1365,307,9
1350,238,10
1302,221,11
1286,231,12
1333,332,13
1297,264,14
1257,239,15
1248,242,16
1297,347,17
1272,289,18
1247,262,19
1240,260,20
1264,359,0
1273,281,1
1302,224,2
1317,178,3
1322,133,4
1384,277,5
1368,214,6
1319,207,7
1300,219,8
1369,311,9
1354,242,10
1307,225,11
1293,234,12
1337,337,13
1301,267,14
1262,243,15
1254,247,16
1301,353,17
1277,294,18
1252,268,19
1244,266,20
1268,354,0
1280,280,1
1310,225,2
1324,181,3
1327,137,4
1391,279,5
1374,218,6
1323,211,7
1303,223,8
1375,314,9
1358,248,10
1312,230,11
1297,236,12
1342,340,13
1307,274,14
1268,249,15
1259,251,16
1305,357,17
1281,300,18
1256,274,19
1248,271,20
1266,355,0
1280,281,1
1312,227,2
1327,184,3
